,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
269,Iowa,Cerro Gordo County,760,319791,421,74,181,154,139,116,96,2,229,9589,124086,934,6395.82,0.0035804634902170487,104.1986015866613,0.0730164388616315,232.81330619060574,0.3463024287737929,30584.913271480436,87.61972663395781,12358.506336951323,0.0005227476695716891,262.6704316256555,8.52832005903856,5877.565925870334
270,Kentucky,Trigg County,405,122172,302,17,121,150,80,18,19,14,1909,14225,830,541,17104.08,0.01116107969560479,57.80126729996585,0.015814940061084838,0.5823172015098151,1.0794996281588953,16966.12738013386,18.977928073301808,30.911338113479353,0.0016295176355582996,145.70909397056138,1.8471849991347093,14.701083016449875
271,Kentucky,Whitley County,548,58983,108,63,184,204,83,11,3,28,432,8790,76,954,16515.24,0.002615765801768548,36.99037979466238,0.028882414061194385,0.05522172248178046,0.252996868347054,10857.607882174281,34.658896873433264,2.9313531017411796,0.000381901807058208,93.24769122337912,3.3734659623475047,1.3941184021546158
272,Kansas,Leavenworth County,1213,194636,160,108,436,463,136,40,30,25,714,24099,1224,874,48659.0,0.0014673544462483817,34.42077519061222,0.008980866848887154,0.30185577179966705,0.14192252204114347,10103.364228611357,10.777040218664585,16.023510553032327,0.00021423374915226372,86.77006925748576,1.0489652479500196,7.620600505559095
276,Indiana,Noble County,1015,199996,197,134,398,280,93,53,57,2,177508,15921,65880,1193,3999.92,4.437788755775116,276.63290765815316,0.14912798255965118,197.64395287905757,429.2229284585692,81198.7239744795,178.95357907158143,10491.59983199664,0.6479171583431669,697.3537470749416,17.41814836296726,4989.686293725874
277,Kentucky,Bracken County,531,86844,164,37,117,218,127,29,3,33,86,12046,260,168,28658.52,0.00030008528004935356,29.212848395520773,0.0029310655260634533,0.10886814811092826,0.029024248286373476,8574.70657940466,3.517278631276144,5.779084195555109,4.3812450887205624e-05,73.6415976819459,0.34234845344421133,2.7484671225171433
278,Kentucky,Campbell County,577,46094,80,39,277,205,44,10,2,32,414,7553,59,189,14750.08,0.002806764437887795,35.5885188419317,0.006406744912569966,0.04799973966242895,0.2714702564325075,10446.126393890745,7.688093895083959,2.5479861804139365,0.000409787607931618,89.7137913828264,0.748307805788172,1.211793427561071
280,Louisiana,Ouachita Parish,488,93191,191,100,164,125,51,30,18,16,459008,7158,75,20,14910.56,3.0784088592246035,33.364340440600486,0.0006706656222167376,0.06035990599950639,297.74370486420366,9793.274028607913,0.8047987466600852,3.2041050101404642,0.4494476934467921,84.10694165745619,0.07833374467491497,1.523836126879205
281,Iowa,Wayne County,743,285213,384,33,146,227,200,72,65,18,79,30664,32577,940,51338.34,0.00015388109549315386,41.511821379499224,0.009154951250858521,7.614659920831099,0.014883379556097844,12184.764836572434,10.985941501030226,404.21153079745085,2.2466639942000465e-05,104.64562741997501,1.0692983061002752,192.2384352513151
282,Louisiana,Vermilion Parish,1304,409698,314,175,372,424,149,73,111,25,503,35992,56,914,102424.5,0.0004910934395579183,24.422320831441695,0.00446182309896558,0.0065609302461813335,0.04749855747404186,7168.56611455267,5.354187718758696,0.34827604723479244,7.169964217545607e-05,61.56533251321706,0.5211409379591797,0.16563615150671956
286,Indiana,Marshall County,829,199083,240,136,260,221,108,51,53,3,177823,20681,1030,664,5972.49,2.977367898481203,240.65833513325265,0.05558820525442487,2.0694886052550947,287.97102314110197,70639.28110386121,66.70584630530985,109.85535346229128,0.4346957131782557,606.6667671272786,6.492702373716826,52.24596441350258
287,Maine,Waldo County,517,56531,109,66,188,171,75,14,3,8,3045,5610,325,1594,4522.48,0.06733031434080416,86.21265323450851,0.17623074065556954,0.862358705842812,6.51218800304258,25305.584546531994,211.47688878668345,45.776874635155934,0.009830225893757408,217.33031434080416,20.583750508570517,21.770964161256657
288,Kentucky,Nicholas County,556,92873,167,22,124,252,122,31,5,40,256,24421,57,473,37149.2,0.0006891130899184909,45.68764603275441,0.006366220537723558,0.01841224037125968,0.06665101805691645,13410.474518966763,7.63946464526827,0.9773830930410347,0.00010061051112809968,115.17231057465573,0.7435745588061117,0.46483235170609327
290,Kentucky,Ohio County,813,157657,194,57,228,324,137,44,23,16,3908979,16204,186,1496,25225.12,15.496374249161155,44.645099805273475,0.02965298083814864,0.08848322624431519,1498.8093173788668,13104.460950037106,35.583577005778366,4.696984593135731,2.2624706403775283,112.54419404149515,3.4634681618957615,2.2338327825596074
292,Maine,York County,735,61039,83,210,224,215,72,8,6,6,1181,2434,370,895,3662.34,0.032247142537284904,46.1898676802263,0.12218963831867057,1.2123396516980947,3.1189436262061965,13557.889218368584,146.6275659824047,64.35502984430718,0.0047080828104435965,116.43834269893019,14.271749755620725,30.606524790161476
293,Maine,Somerset County,467,145833,312,20,117,176,87,42,25,3,1050,12513,242,470,4374.99,0.024000054857268246,198.77839720776507,0.053714408490076554,0.6637729457667332,2.321285305794985,58346.46479191953,64.45729018809186,35.235280537784085,0.003504008009161164,501.09316821295596,6.2738429116409415,16.75750116000265
294,Maine,Penobscot County,601,105452,175,77,171,225,76,33,19,5,576,13883,675,351,5272.6,0.010924401623487463,182.99671888631792,0.03328528619656336,1.5362439783029245,1.0566081250237074,53714.14482418541,39.94234343587603,81.54895118158024,0.0015949626370291698,461.3097143724159,3.887721427758601,38.78375943557258
295,Louisiana,Union Parish,426,75307,177,43,113,161,79,17,13,34,6121355,22494,34,216,25604.38,23.907452553039754,61.05724879883832,0.004218028321716831,0.01593477365981914,2312.328810930005,17921.839935198586,5.0616339860601975,0.8458709017753994,3.4904880727438043,153.91697826699962,0.4926657079765259,0.402286640020184
296,Iowa,Webster County,960,409293,426,144,199,188,169,118,142,1,156,11302,173594,636,4092.93,0.0038114504767977958,191.91361689547585,0.07769495202703199,508.9576415917204,0.36864349011588277,56331.478916082124,93.23394243243838,27017.16814116049,0.0005564717696124781,483.7879953969406,9.074770396757335,12849.059793350973
297,Iowa,Woodbury County,1037,450763,435,108,212,217,238,126,136,6,131,76544,69267,733,27045.78,0.00048436391925098856,196.69641622463837,0.013551097435533382,30.73322344558005,0.04684767826995562,57735.35094939026,16.26131692264006,1631.421944569541,7.071713221064434e-05,495.84477874182215,1.5827681804702989,775.8858369032063
298,Louisiana,Tangipahoa Parish,967,98090,101,183,349,266,142,16,11,44,80,38798,422,573,43159.6,0.00018535852973614213,62.476505806355945,0.00663815234617559,0.11733194932297797,0.01792787699607967,18338.42760359225,7.965782815410709,6.228370976561414,2.7062345341476755e-05,157.49473118379228,0.775336194033309,2.9621428372830145
302,Kentucky,Barren County,1899,253834,134,213,595,706,299,57,29,28,1560092,85544,236,384,71073.52,2.1950397278761486,83.65011329113852,0.002701428042398913,0.03984606362538397,212.30424248018107,24553.41454876584,3.2417136508786957,2.1151618774474654,0.32047580026991773,210.8705014188125,0.315526795352193,1.0059470812758393
303,Kentucky,Boyle County,602,88642,147,50,221,219,72,26,14,35,476,35126,156,972,31024.7,0.001534261411069245,78.6875296135015,0.01566493793654733,0.06033902020003416,0.14839376367861737,23096.771282236412,18.797925523856797,3.2029963222851467,0.00022400216601610974,198.36050630626565,1.8296647509887285,1.5233088474666958
305,Indiana,Rush County,557,211315,379,42,130,115,139,80,51,2,9,8159,118966,669,4226.3,0.0002129522277169155,134.17185244776755,0.07914724463478692,337.78766296760756,0.020596739464780068,39382.817121359105,94.97669356174431,17930.89510919717,3.109102524666967e-05,338.228899983437,9.244398173343114,8527.731041336394
306,Indiana,Monroe County,490,47765,97,78,167,174,59,9,3,20,186,7119,75,270,9553.0,0.0019470323458599394,51.79215953103737,0.014131686381241494,0.09421124254160997,0.1883169684915733,15202.302941484351,16.958023657489793,5.0010467915837955,0.00028426672249555116,130.5609546739244,1.6505809693290068,2.3784413273317284
309,Kansas,Marion County,892,567828,637,69,166,243,138,122,154,37,744,71819,12323,789,210096.36,0.0003541232223157032,23.757767626245407,0.0018777098280046358,0.7038484626768403,0.034250798062374806,6973.503015473471,2.2532517936055627,37.36262256042894,5.1701990458092663e-05,59.890084721125106,0.21931650791094148,17.7692409806624
310,Kentucky,Trimble County,469,65954,141,33,170,185,45,26,10,19,216,8230,8,274,12531.26,0.0017236893975545956,45.644651854641914,0.010932659604860166,0.007660841766909313,0.1667152385314805,13397.854645103525,13.119191525832198,0.4066630171267694,0.0002516586520429709,115.06392812853613,1.2769346418476673,0.19340433444043137
314,Iowa,Cedar County,933,340387,365,136,215,184,195,115,88,4,1580,23518,362144,1886,13615.48,0.01160443847738016,120.04725503617941,0.06925940179854108,319.1755266799261,1.122381289532209,35236.892125727485,83.1112821582493,16942.900874592742,0.0016942480176975034,302.62272060918895,8.089498130069597,8057.852150640299
315,Iowa,Buchanan County,1057,329781,312,165,208,284,200,115,85,2,110697,22467,367983,645,6595.62,1.6783410808991424,236.7414284024853,0.04889608558406943,669.5043074040045,162.32914934456505,69489.5703512331,58.675302700883314,35539.52031802924,0.24503779781127477,596.7927806635313,5.711062796219309,16902.194160670264
319,Iowa,Pocahontas County,730,329401,451,71,113,143,176,123,104,1,21,15838,398820,261,3294.01,0.0006375208332700872,334.16443787359475,0.03961736606749827,1452.891764141578,0.06166101499388284,98085.67672836452,47.54083928099793,77124.3378131821,9.307804165743274e-05,842.382870725954,4.627308356683798,36679.46332889092
321,Iowa,Wapello County,715,199424,279,55,186,225,148,52,49,9,131,15461,37105,339,17948.16,0.0007298798316930538,59.869061786834976,0.009443864997860506,24.80811403508772,0.07059397732135217,17573.077128797602,11.332637997432606,1316.8973866959063,0.00010656245542718587,150.92172122379117,1.103043431750107,626.301512244152
322,Maryland,Caroline County,588,128052,218,77,207,159,64,52,29,1,11420218,3714,95,306,1280.52,891.8422203479837,201.5767032143192,0.11948271014900197,0.8902633305219755,86258.97955205699,59167.83806578578,143.37925217880237,47.25814512854153,130.20896417080561,508.14731515321904,13.955580545403432,22.475439665136037
323,Kentucky,Metcalfe County,945,138477,147,71,295,366,153,45,15,27,252900,33731,104,188,37388.79,0.6764059494837891,62.70073195735941,0.002514122548496488,0.03337898872897465,65.42198343407208,18404.243624893985,3.0169470581957856,1.7718679850297374,0.09875526862463323,158.0599746608542,0.2936495136643898,0.8426803862869058
324,Maryland,Baltimore County,708,76123,108,175,300,168,34,19,12,13,15374,5525,1148,949,9895.99,0.15535585626097037,38.80233306622177,0.04794871458035022,1.3920790138227708,15.026018417561053,11389.461792099628,57.53845749642027,73.89619431709208,0.022681955014101675,97.81537774391445,5.600409862984906,35.1441947698007
328,Indiana,Hancock County,551,169656,308,136,175,87,55,42,56,2,190,2019,92448,1117,3393.12,0.005599566180977979,41.35441717357477,0.16459777431980008,326.94864903098033,0.5415900410241902,12138.562738718349,197.5173291837601,17355.524119394537,0.0008175366624227851,104.24883293252228,19.22502004055265,8254.091101994623
329,Indiana,Jackson County,665,201297,303,72,183,183,113,58,56,4,2118,11914,21656,886,8051.88,0.02630441586312762,102.83598364605533,0.05501820692807145,32.274698579710574,2.5441631022817033,30184.950595388902,66.02184831368575,1713.2485829396364,0.0038404447160166324,259.2354580545164,6.426126569198745,814.8016612269433
330,Indiana,Henry County,636,168496,265,96,223,154,80,43,40,3,106,14515,20739,1655,5054.88,0.00209698350900516,199.56804118000824,0.16370319374544995,49.233216218782644,0.202820244990979,58578.245180894504,196.44383249453992,2613.4632276137118,0.0003061595923147533,503.08375273003514,19.120533029468554,1242.93357112335
331,Indiana,Fulton County,635,214452,338,66,206,164,91,35,73,2,205,15199,22192,773,4289.04,0.0047796243448417364,246.28599873165092,0.09011340533079663,62.08941861115774,0.4622852666330927,72291.14207375077,108.13608639695596,3295.913304608957,0.0006978251543468936,620.8533378098596,10.525245742637049,1567.4991140208533
333,Indiana,Jay County,770,207594,270,84,265,187,115,55,64,1,604,13839,271765,1103,2075.94,0.029095253234679232,463.3132460475736,0.2656627840881721,1570.9413566866094,2.814092892858175,135994.10387583455,318.79534090580654,83390.80368411419,0.004247906972263168,1167.9493626983437,31.029413181498498,39659.72366735069
334,Maryland,Allegany County,290,35282,122,24,103,100,58,4,1,17,120,3557,30,495,5997.94,0.002000686902503193,41.21606751651401,0.04126416736412836,0.06002060707509579,0.19350643721010882,12097.953630746557,49.517000836954026,3.1860938922363347,0.0002921002877654662,103.9000723581763,4.8196547481301915,1.5152702427833558
335,Kentucky,Nelson County,1434,213534,149,203,572,362,198,71,28,21,346,45750,813,882,44842.14,0.0007715956464165181,70.90707535367402,0.00983449942397932,0.21756321174680782,0.07462873092140562,20813.012046258274,11.801399308775183,11.548980490226379,0.00011265296437681165,178.74704463257106,1.1486695327207845,5.492564583224619
339,Kentucky,Madison County,1187,229824,194,84,359,390,244,88,22,48,508,68283,299,581,110315.52,0.0004604973080850274,43.019046640037594,0.002633355669265757,0.03252488861041492,0.04453929963798385,12627.17340225564,3.160026803118908,1.7265295037361923,6.723260698041399e-05,108.44513627819548,0.3075759421702404,0.8211179170437667
341,Iowa,Pottawattamie County,1114,511714,459,110,233,238,211,152,170,4,205,73328,86266,1313,20468.56,0.0010015360142579643,248.98165772286862,0.03207358016391969,50.57473510593808,0.0968685632990303,73082.3858639787,38.48829619670362,2684.6755218735466,0.0001462242580816628,627.6487256553465,3.74619416314582,1276.8013333619951
342,Iowa,Story County,955,304022,318,150,310,177,128,87,103,2,237,16576,62420,2272,6080.44,0.003897744242193,189.46523606844244,0.18682858477347036,123.18845346718331,0.3769898231049069,55612.81749347087,224.19430172816442,6539.253738216314,0.000569070659360178,477.61596200274977,21.821578701541334,3109.9951648235983
345,Kansas,Franklin County,1020,355436,348,69,314,301,157,86,93,28,159,55763,10956,435,99522.08,0.00015976354191954187,38.94139370881316,0.0021854446772012802,1.3210334832230195,0.015452329774458089,11430.279592227173,2.6225336126415364,70.12486073442194,2.3325477120253114e-05,98.16593061559806,0.2552599382971096,33.35059114520114
348,Iowa,Audubon County,628,275557,439,66,117,151,138,69,87,3,350,29716,266358,156,8266.71,0.004233848774179813,249.8287710588614,0.009435434411029299,386.64668290045256,0.4094978534386715,73331.0349582845,11.322521293235157,20524.49475063236,0.0006181419210302527,629.784182582914,1.102058739208222,9761.217715391009
349,Kansas,Lyon County,867,522934,603,58,140,244,191,94,140,44,116,60088,164,512,230090.96,5.0414844633617945e-05,18.149848216548794,0.001112603467776396,0.008553139158531044,0.004876123772963527,5327.437462123675,1.335124161331675,0.4540291369986896,7.36056731650822e-06,45.75328643941509,0.12995208503628305,0.21593112567308165
353,Kansas,Osage County,1042,439560,422,43,215,355,200,97,132,34,145,37088,185,243,149450.4,9.702215584568525e-05,17.247300776712542,0.0008129787541552248,0.014854426619132503,0.009383982913394678,5062.517062517063,0.9755745049862697,0.7885224796989502,1.4165234753470048e-05,43.47808771338183,0.09495591848533026,0.37501237868884923
354,Indiana,Posey County,491,193733,395,61,126,130,63,44,67,1,152,3429,5525,177,1937.33,0.007845849700360806,123.0123417280484,0.04568142753170601,34.222357574600096,0.7588505830188973,36107.2197302473,54.81771303804721,1816.6368145850217,0.0011454940562526778,310.0972988597709,5.335590735703262,863.9719356020915
357,Kentucky,Boyd County,203,19470,96,17,78,83,19,6,0,33,188,1745,17,39,6425.1,0.002926024497673188,18.875581703008514,0.003034972218331232,0.031750478591772886,0.28300508941495073,5540.458514264369,3.6419666619974786,1.685421238579944,0.00042719957666028545,47.582761357799875,0.3544847551010879,0.8015672907814664
359,Kentucky,Breathitt County,160,23196,145,25,34,47,48,4,2,13,60,884,26,49,3015.48,0.001989732977834375,20.37420244869805,0.008124742992823696,0.10346611484738748,0.19244697361614074,5980.341438178996,9.749691591388435,5.4923262631488186,0.0002905010147638187,51.36057941024314,0.9489699815618077,2.6120882910846697
